508539,-1,-1
501329,-1,-1
508480,1,-1
501320,1,-1
900145,1,-1
501193,-1,-1
501286,-1,1
502337,1,-1
501195,1,-1
900101,1,-1
502359,1,-1
502344,1,-1
508465,1,-1
502348,-1,-1
900166,-1,-1
501206,1,-1
501045,-1,-1
900336,-1,-1
501318,-1,-1
508464,1,1
508069,1,1
501196,-1,-1
900176,1,-1
508056,-1,1
900146,-1,-1
501518,1,-1
508105,1,-1
508533,1,1
508325,1,1
501036,-1,-1
508473,1,-1
501052,-1,-1
508016,1,-1
501088,-1,-1
900153,1,-1
501038,-1,-1
508104,-1,-1
501256,1,-1
501215,1,-1
900171,-1,-1
900195,1,-1
501282,-1,-1
501198,1,-1
508302,-1,-1
