508065,1,-1
508357,-1,-1
501030,-1,1
501310,-1,1
501280,1,-1
508337,-1,-1
508335,-1,-1
501309,-1,-1
501287,-1,-1
508104,-1,1
900195,1,1
501392,1,-1
501279,1,-1
502333,-1,-1
900093,-1,-1
501326,-1,-1
900151,1,-1
508415,1,1
501229,-1,-1
508302,1,-1
501329,1,-1
508433,1,1
501379,1,-1
900167,-1,-1
501102,-1,1
502331,1,-1
508471,1,1
900327,1,1
508069,-1,-1
501225,1,-1
501141,-1,1
508534,1,1
900197,-1,-1
501083,-1,1
508045,1,-1
900135,1,1
501317,1,-1
501261,-1,1
508236,1,1
501312,1,1
900336,-1,1
501236,-1,1
508537,1,1
501150,-1,1
