900338,-1,-1
501312,1,1
508007,-1,1
501261,1,1
900167,-1,1
508513,1,1
900146,1,-1
501101,1,-1
900104,-1,-1
900122,1,1
501094,1,-1
508360,-1,-1
900333,-1,-1
900135,1,-1
501111,1,-1
501257,1,1
501339,1,1
501175,-1,1
900162,-1,-1
501286,1,1
900336,-1,-1
508277,1,1
900082,-1,-1
900118,-1,1
501144,-1,-1
501191,-1,1
900172,-1,1
501054,1,1
900165,-1,-1
900196,-1,1
508203,-1,-1
900152,-1,-1
508465,-1,-1
501379,-1,1
501335,1,1
508525,1,-1
508337,-1,1
501210,1,-1
501079,1,-1
508089,-1,1
508563,-1,1
508060,-1,1
900094,1,1
501141,1,-1
