501144,-1,1
508542,-1,1
508076,1,-1
501392,1,1
508484,1,-1
508056,1,1
900336,-1,-1
501186,1,1
502336,-1,1
501419,-1,1
502348,1,-1
900100,-1,1
900082,-1,1
508480,1,1
900103,-1,1
900177,1,1
508513,1,1
900104,-1,1
501326,-1,-1
501195,-1,1
508530,1,-1
508107,-1,1
501220,1,1
501286,1,-1
508060,-1,1
501379,1,-1
508464,1,-1
900338,1,1
501336,-1,1
508534,1,1
900118,-1,-1
501373,-1,1
501518,-1,1
501289,-1,1
900083,-1,-1
508012,1,1
900184,-1,-1
502341,-1,-1
508203,1,1
502358,-1,1
508321,-1,1
900144,-1,1
508087,-1,1
501191,-1,-1
