501196,1,-1
508535,1,1
900152,-1,1
501195,1,1
501310,1,1
501361,-1,-1
900106,-1,1
508076,-1,-1
501094,1,-1
508087,-1,-1
508107,-1,-1
900187,-1,1
508006,-1,-1
900162,-1,-1
900112,1,-1
508325,1,-1
900172,-1,-1
508293,1,-1
501102,1,-1
508089,-1,-1
501320,-1,-1
501168,1,-1
501314,-1,-1
508058,-1,-1
501206,1,1
502333,-1,-1
508542,1,1
900118,-1,1
900166,1,1
501236,1,1
501215,1,1
508065,-1,1
501079,1,-1
501038,-1,-1
502340,-1,1
501341,1,1
900176,-1,1
501307,-1,1
501225,-1,-1
900195,-1,1
508471,-1,-1
900196,-1,-1
502346,1,-1
508337,-1,1
