900146,-1,1
508337,-1,-1
501144,-1,-1
900189,-1,1
900195,1,-1
900196,-1,1
508245,1,-1
501054,1,1
508539,1,-1
508045,-1,-1
508443,1,1
900115,1,-1
501309,1,-1
900336,-1,-1
508087,-1,1
501094,1,-1
508056,1,-1
502329,1,1
508473,1,-1
900103,1,1
900104,-1,-1
501163,-1,1
501373,-1,-1
900197,-1,1
501217,-1,-1
900135,1,1
501176,-1,-1
501102,1,-1
501083,1,1
508325,1,-1
501030,-1,1
900331,-1,1
501312,1,1
900338,1,-1
900101,1,1
501193,1,-1
900118,1,-1
900155,1,-1
508432,-1,1
900131,1,-1
900152,1,-1
501280,1,-1
900129,1,1
501394,1,-1
