501394,1,-1
502336,-1,1
508302,1,1
501314,-1,-1
508539,1,1
501186,1,1
900187,-1,1
900112,1,1
508012,1,1
501206,1,-1
900151,-1,1
501094,1,-1
508104,-1,-1
900199,-1,1
900104,-1,1
508325,1,1
508480,1,1
900153,1,-1
501225,-1,-1
501168,-1,1
502340,-1,1
900115,1,1
501257,1,1
508537,1,-1
900099,1,-1
900167,-1,-1
900165,-1,1
900119,1,1
508475,1,1
501167,1,1
508535,1,-1
502334,-1,-1
508438,-1,1
501318,-1,-1
502337,1,1
501102,1,1
508536,1,1
508335,-1,1
508006,-1,-1
501335,1,-1
501309,1,1
501141,-1,1
900130,-1,1
508046,-1,-1
